User_ID,Description,Browser_Used,Device_Used,Positive
id10573,"The hotel was definitely the best place I have stayed in NYC. Very good accomodations, registration was very quick, polite staff...This is the place I will stay anytime in the city.",Edge,Desktop,1
id10574,"This hotel offers it all!!! Friendly helpful staff, wonderful assistant manager, clean and quiet rooms, --- feet from Michigan Avenue, --- feet from Garrett's Popcorn! I don't know why anyone would want to stay anywhere else!!!",Firefox,Tablet,1
id10575,"I am presently staying at River Inn about to check out at -- noon June --, ---- so I am writing this review in Real-time. 
Four rooms in the hotel was prebooked for us through Priceline we checked in June --, ---- the hotel was extremely organized with the arrangements, all our rooms we ready and we had room ---, ---, ---, and ---. The room are nice, very spacious with a queen size bed, a sofa bed, a writing table, two chairs and an arm chair. It is also a self catering hotel with fully functioning kitchen. The only thing is that it is quite old but clean. 
The staff are very helpful and polite, it has a bar and restaurant in the lobby and offer valet paring services to guest as we had a rental car with us. A nice hotel with a good location by the metro. We took a stroll up --th street and found a nice Thai restaurant were we had lunch and a night took a walk back from a night club less than - minutes walk from the hotel. 
Nice location and good place to stay if you are in DC. 
PS no swimming pool or spa but can't remove the ratings on that.",Edge,Tablet,1
id10576,"Over Memorial weekend, we stayed at the Washington Marriott Wardman Park. Overall the hotel was fairly clean, recently updated and was extremely easy to get to. The location is right next to the Wooley Park metro station. The room was recently renovated, and upon first glance the hotel room looked very clean. However upon further inspection, I noticed stray hairs in the bathtub and under the sink. I was disappointed when I opened a cabinet door that looked like it would contain a refrigerator and there was just a giant cabinet. The room did have a -- inch flat screen TV…definitely not HD. Although, the Marriott website advertises that all rooms have HBO, this channel did not come through on our TV. 
My biggest surprise was how many families were staying at the hotel (maybe due to the proximity to the zoo). I would highly recommend that the Marriott put families and business travelers on different floors, as families tend to be noisier and be awake at different hours than business travelers. A screaming child in the hallway disturbed our slumber at a ridiculously early hour two days in a row. 
At then end of the trip, I would say there was nothing to big to complain about and nothing so great to write home about.",Edge,Tablet,0
id10577,"Three of us came to Denver and ended up staying here when the lease on our apartment fell through. After a -- hour drive and a broken down budget rental van, we just wanted a shower and a comfortable bed. We were traveling with a dog and a cat. They took the animals with no problem and no extra fees. We ended up having to extend it from one night to - and that was absolutely no more than a call to the front office. Unfortunately when we tried to e-tend to te - and -th days, they had no rooms available. 
They were romdeling the first and second floors but we heard no noises during the night. They are a little hard to find considering they have no sign on the main road. They are directly behind the panera bread. They have a small parking lot and it filed up during the night. 
The room was very comfortable with a pullout sofa bed in a seperate room from the king size bedroom. The closet was large, as was the counter top next to the sink. The shower curtain is so short that it kept flipping out of the tub when I was taking my shower. I ended up folding the bathroom. They don't have a towel rack near the sink which I thought was odd. They had a hot tub that was open but we didn't have our suits. They have a managers reception for free beer and wine on Mon through Thurs night. The location here is really good. There are a few decent places right outsi de the door to eat. The only thing that could have made it better would be a Walgreens next door.",Edge,Tablet,1
id10578,"Spent one night here before going on cruise on Friday, Sept --th. I was excited to try The W, as it always seemed very intriguing. It was just okay... The location was convenient, as it was near to Pike Street, but the guest service was nothing to talk about. Just fake, plastic smiles that seem quite robotic. No help with my I-phone cell phone charger, as I forgot it home. When I asked, the response I received was just, """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""no, can't help you"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""". No suggestions or alternative options. Not very hospitality like. The room was okay for one night, nothing great. A """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""service charge"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" or more like, """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""staff gratuity"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" was automatically included on the bill. Staff is already receiving a gratuity and therefore does not need to go the extra mile or exceed any type of expectations, as they are receiving this extra money automatically. Not a great concept as staff members do not need to provide real customer service.",Edge,Mobile,0
id10579,"This hotel is certainly above average, but I don't find it particularly exciting. The room was usual and clean. Service was not as great as I hoped with front desk staff giving the incorrect hours of room service and when I ordered room service delivery on the electronic system they have for that it never came, no one ever called to inform me that in fact the service closed an hour before the front desk staff had informed me. I had the same problem with the restaurant and they would not seat us for breakfast, (and I had purchased breakfast with the room) because they were going to be closing in -- minutes. While I thought that would be enough time to eat some breakfast, apparently they were unwilling to prepare it with only -- minutes to go before it closed. The lobby is not set up in a way as to be an enjoyable place to stay or people watch and the library room there while lovely to look at has a mold problem. Being highly allergic to mold myself I had to try a couple of rooms and take the allergy free room as the whole lobby, restaurant, library and rooms do seem to have a mold problem. This is unfortunate.",Google Chrome,Mobile,1
id10580,"I stayed here while sightseeing with a group of friends for a weekend. We chose it primarily because it was the most affordable option for us. Although less expensive than other hotels, it was perfectly clean, modern, and comfortable. The location was great for us as well and we were able to walk everywhere from the hotel.",Edge,Mobile,1
id10581,"Reservations for - queens, non smoking at the Hawthorne Suites ---- IH S-- in Austin Texas. Arrived at check-in time at -:--PM and was told that they did not have the kind of room I ordered. All that was available was a double bed with a pull out sofa. When I asked what the point of making and confirming reservations I was told """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""sorry, all we do is guarantee a room, not what you ordered"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""". The lobby looked dirty and smelled like mildew so I was glad to leave. Would never return there. Did stay at the SpringHill Suites close by which was very pleasant, courteous staff and clean rooms.",Edge,Tablet,0
id10582,"My wife and I stayed here for two nights as the first leg of a long vacation weekend. We arrived earlier than check-in time, but Jo Anne at the desk quickly checked us in to an available room, which really set the tone for a number of positive interactions we had with the staff, whom I can't praise enough. Overall they are one of the friendliest, most positive groups I have encountered, which was especially refreshing for a larger, city-based hotel. Our room was clean and comfortable. There are at least a half-dozen good restaurants within - blocks of the hotel. Beale St. is about - blocks south, and the trolly line is --- block from the hotel's front door. My only complaint was that the free breakfast was a little disorganized - it seemed like every guest in the hotel was there at once.",InternetExplorer,Desktop,1
id10583,"Just a quick note about hospitality at the Westin Times Square.
Our stay could not have been nicer. The staff at the Westin Times Square is the most professional and courteous that I have encountered in a very long time. We stayed in the Atrium Rooms and were very impressed by the room. Spacious enough for - adults and - teens with room to spare. Modern and comfortable. 
The two gentlemen that took care of us daily in The Atrium Lounge went far above the usual service level. 
The Hotel is right in the middle of everyting and very close to subway stops. A Great hotel for a Great City.",Edge,Desktop,1
id10584,"Although the hotel is beautiful, comfy is in a great location, I'm giving a rating of - based on service. I had encountered a few issues that really made me mad. I never received my wake up calls. Also, the fire alarm on my floor was triggered. My floor volunteerily evacuated (at -:-- am) most guests were in the shower or were woken from a deep sleep. After exiting the building, we made our way to the front door where the doorman graciously let us in....neither he nor the front desk had any idea that the alarm was going off. This is truely a saftely issue! We did not receive any appologies or even any type of gesture to make up for this major inconvenice. They had mixed my room reservation up with someone else and I recieved a call on my cell phone because I did not check out. I explained that I was booked until a certain date....They did not want to look into it, instead they offered to pack my stuff up for me. My corporate HQ took care of the issue, however, I still never recieved an appology for the way I was treated....besides that, there were several B and C list """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""stars"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" which makes for some interesting people watching. The hotel itself is very clean and the beds are comfy. There was a bit of a funky smell in my room. The decor is ultra swanky....I would not stay here again because of the horrible service I recieved....",Firefox,Tablet,0
id10585,"Our three days stay became a week when we realised how convenient this hotel is. They have incredibly delicious donuts at reception in the morning and are keeping the hotel clean and friendly. The location is very handy to buses, restaurants and walks, you are half an hour from everythings and Russian Hills is a safe upmarket part of San Franscico. From the roof access you can even see the bridge and take picures of it in the sunset. Lombard street is part of highway --, so yes it is busy, but the noise never bothered us, as we did not spend a lot of time in our room and were too tired at night from all the walking to notice it. I would highly recommand this hotel for a family on a budget. One tip, goggle discount tickets as some are available for this hotel.",Opera,Desktop,1
id10586,"i was heading out from the hotel and had to stops some friends to come up and see the size of the room. Barely enough space for the king bed and the bathroom had no place to put your toiletries. the location is great but the rooms....well.. and staff majority have an attitude, why i dont know theyre not curing cancer theyre working in a hotel like thousands and thousands of fine people",Firefox,Desktop,0
id10587,"Grand dame is the only word. If you are traveling to use your Hiltons Honors.....there is a separate check in desk near the escalators. I got a had written thank you note from the HH desk in the evening under my door. Nice touch.
Business center and fitness club use is not complimentary. Hotel is going under a major refit...so one restaurant. The food was very good with better service.
My room was on the smallish side but clean and quiet. They placed me in an area that they deemed for the female solo travelers. Chicago has some petty crime in the loop and I appreciated this attention.
Will return. Place my luggage with the Bell Captain and walked one block to the Art Institute for one hour.
Elegant hotel with Old World Service.",Firefox,Desktop,1
id10588,"I stayed for - nights in July. I had originally booked another hotel further up, but it was getting progressively worse reviews on Trip Advisor, so I decided to change to the Chancellor. On arrival I was immediately glad for the switch. It was a short walk up Powell from the BART station, so a very quick and affordable direct trip from the airport. The hotel staff were friendly, helpful and efficient. The hotel itself had a charming and welcoming atmosphere. I felt very safe and comfortable here which is important as a solo female traveller. The room was lovely, decorated tastefully, had a jar of sweets and a very comfortable bed! Brilliant location with easy access to shopping on Union Square, dining options and transport. SF is a great walking city even with all the hills and I enjoyed a big loop walk down Sutter, Market to Embarcadero and then onto Fisherman's Wharf and back the same way. Another day I took the easy way to Fisherman's Wharf via the cable car you catch on Powell. Would definitely come back to the Chancellor - excellent location, service and facilities and I felt great value for money.",Chrome,Mobile,1
id10589,"what a wonderful - room suite i had. clean and comfortable. spacious, and inviting. accommodated - us with room for more. the front desk staff were friendly, and always ready to help with a smile. perfect place to stay when attending airforce basic graduation. close to everything you need. beautiful pool area as well. continental breakfast was way more than expected. will definitely stay again when i go back to san antonio, and recommend my friends.",Google Chrome,Desktop,1
id10590,"We really enjoyed our stay at City Suites. The location is wonderful. the staff very helpful, and the shops and restaurants within walking distance. Loved the European feel of this boutique hotel. Teenage girls with me and they loved it too. Very eclectic, hip, energy in this part of town.Went to a concert at House of Blues. Only a -- min ride on the red line. Took Amtrak into Chicago, cheaper than driving and parking. -- ride on the Brown line to the hotel from Union Station.",Internet Explorer,Mobile,1
id10591,"I chose this hotel based on location for a theatre week-end. When booking, I requested an early check in and a king bed. Neither were available when I checked in and the hotel had not communicated this to me. When I checked in a few hours later, I was given keys that didn't work. I went back to the reception desk and was given a second set of keys that didn't work. I had to go back down to reception and they changed me to another room where the keys finally worked. On Sat. the hotel boiler broke and there was no hot water all day. Nothing like a cold shower in the morning! The clerk at the reception desk said that the manager would be adjusting my bill due to the inconvenience. This didn't happen. The room was nicely decorated and clean, but extremely small, even for NYC standards. There was no place in the room to put suitcases. I didn't feel that Hotel Mela was a good value and didn't appreciate all of the inconveniences I experienced. I won't stay here again.",Edge,Desktop,0
id10592,"So of course, this hotel looks great in pictures, but in actuality, it is completely opposite. According to the price (the price is high), this Hotel is a rip off. Granted the location is not bad, and is close to my business conference, but the rooms are in terrible condition. The bathroom is gross!!! It looks like a -- year old bathroom with cracks everywhere, and a very small tub-shower. The jacuzzi was dirty and seemed like it wasn't cleaned for months. The hotel staff was not very helpful when I asked for directions and told them about the condition of their rooms. They pretty much didn't care.
I read the reviews and thought for a while if whether I should believe the good ones or the bad ones, but I regret believing the good ones. I should've gone with the few reviews below me that spoke the truth about this hotel. I would've saved a lot of money if I just stayed at a nearby hotel I searched (which was much nicer and cheaper). 
Overall, not a great experience, and definitely wouldn't recommend it to anyone!",Firefox,Desktop,0
id10593,"Stayed - nights at The Orchard and we were very pleased. Great location - blocks from Union Square, with lots of dining and shopping options close by.
Cable car is right outside on Powell St, which was a really nice way to get to fisherman's wharf. 
Get a transportation passport which gives you access to buses, cable cars, trains, etc., good value for getting around the city ... trust me when I say that the hills can be very steep for walking after a long day of sightseeing. 
Price was good value for a downtown hotel and we found the room to be a good size and very clean. Beds & linens were very comfortable. 
We stayed in room --- and the housekeeping was excellent, room was made while we were out for breakfast and turned down while at dinner. 
Doormen and front desk staff always greeted us when we came in or went out. Elevators were quick. 
We really enjoyed our stay at The Orchard and wouldn't hesitate to stay here again the next time we are in San Francisco.",InternetExplorer,Mobile,1
id10594,I was very happy with my stay at this hotel. It was very clean and beds were comfortable. It was pretty nice. I think it's a good value for the price. Only complaint is the room had a little odor but we got used to it I guess. We stayed in a suite Room ---. Overall nice stay. I would stay here again. Stayed at the Adolphus a week later and liked this place much better!,Firefox,Desktop,1
id10595,"Travelled from UK and arrived at Holiday Inn about -.-- in the evening. Check-in was fairly quick but desk staff were rather abrupt. The room itself was clean and tidy however as the room was located near the junction of two roads and two sets of traffic lights the lack of soundproofing was apparent when we entered the room, we believed however that the traffic noise may ease as the evening drew on - WRONG...My family and I were not able to get any sleep due to the constant road noise which rather than getting better later as we had anticipated just got worse - we could hear car radios as they sat at the junction amongst other general traffic noise and road cleaning etc. Quite clearly the soundproofing to the room is inadequate and not the sort of night anyone who has travelled the distance we had wants on their first night in the US.
The next morning my husband complained about the noise and the receptionist said she could move us to another room. We moved to the other room in the morning and then went out as we had travel plans for that day. Upon returning to the room we could hear noise once again - can you believe it we had been put over what I can only imagine was the air conditioning generator or similar, there was a constant noise all night long....how glad were we that we did not have to spend another night here.
Whilst the hotel was clean and tidy and the rooms were adequate we felt very upset that we had been treated so badly. After complaining about the noise on the first night we thought that the staff would have tried at least to give us a room with no noise or even an upgrade but no they did the complete opposite and put us back in the same position.
I would not recommend this hotel for the above reasons and whilst the location to Fishermans Wharf is handy a good nights sleep is more preferable I am sure to anyone. I would love to hear the managements comments as to why they thought it was acceptable to treat us this way. Do not book if you want sleep!",Mozilla,Desktop,0
id10596,"I have stayed at other Four Points Sheratons with great pleasure. But this one was just disgusting. Nobody attending the front desk... crowded kibby with people watching TV... the bellman was rude, the hallways and rooms were under repair or rennovation... many people trying to switch rooms because theirs, as ours, were horrible. And the manager just said: Sorry, there's nothing I can do. Our room (reserved quite in advance) was in the last corner of the hotel, with a view of the parking lot, small, smelly, with no toiletries. Oh well, I will never stay at another of these htoels in my life. disappointing. I moved to teh Westin.",Firefox,Mobile,0
id10597,"Wow i had so much fun, there was some great staff at the desk. i think the girl's name was Naadie, so genuine,pretty smile, helped me with my printing, suggestions about restaurants and aloyt more. u all should check out this hotel.",Mozilla,Mobile,1
id10598,"We had to go to Dallas on a last minute business trip and after searching for hours to find a pet-friendly hotel, we settled on the LaQuinta. Most hotels in Dallas wanted a $---$--- NON-REFUNDABLE deposit. Not only did they accept all - of my welsh corgis, they didn't require a pet fee or deposit. We were also very impressed with the hotel location, (close to many good restaurants, plus the Galleria), cleanliness and comfort of the King Suite.
The staff was very courteous and friendly, and the breakfast was average: cereal, toast, bagels, juice, waffles, yogurt, coffee, etc.
Only thing negative was the aiplanes. However, I didn't find them too bothersome, and slept very well. We will definately stay here again!",Mozilla Firefox,Tablet,1
id10599,"We took the Amtrak train into Chicago for a get-a-way weekend. We are not real familiar with the Chicago downtown area so we were relieved to find that we were close to both the CTA trains and buses, making it easy to get around town to the places we wanted to visit. We were also surprised at the delightful suite we stayed in at this hotel. It had a beautiful view of the city, a full kitchen,bath, sitting area with a flat screen TV, and a separate bedroom that also had a large flat screen TV and a very comfortable queen-size bed. The staff was very friendly but they were not especially informative with how to get around Chicago. They googled everything on the computer and we found that we were able to get around better on our own by walking and being adventurous. The complimentary breakfast did not have the best variety we had ever had, but it was tasty and sufficient to start our morning. Our overall experience was a good one and we would definitely stay again next time we are in Chicago!",Edge,Desktop,1
id10600,We had a week to visit old friends and revisit our favorite places in the City. The Inn was a perfect place for this. The staff was outstanding and made every effort to make our stay comfortable and enjoyable--from checking in to the warm cookies in the afternoon. Very charming place to stay. The restaurant is lovely and comfortable. The menu is impressive and the continental breakfast is a perfect touch. Would definitely recommend it as a romantic getaway.,IE,Desktop,1
id10601,"Stayed here for - nights in late May - early June, a -- yr old Brit travelling for work. Chose the location to be handy for work (lower Manhattan during the day) and for socialising & sightseeing in midtown and the neighbourhoods.
It was fine and met all of my expectations - the staff were friendly and very welcoming; the room was clean and comfy; the bed was very comfortable and the air was breathable; and the location was just what I needed.
It is a slightly out of the way corner and if you're new to NY you might be a bit spooked by the environment in the nearby block or two, since there are wholesale flower warehouses, downmarket shops and at the moment there is lots of construction going on. In fact, it's not at all a seedy or 'low rent' neighbourhood and when you walk half a block over to -th or -th avenue you feel part of the city again - don't be put off!
I didn't try any of the food except for breakfast on the first day, which was pretty much as you'd expect, and politely served. The 'pantry' was a good idea - if you're a Brit shaking off the time difference you can stock up on snack food to keep you going when you wake up at -am!
Used it as a base for travelling to Central Park, Greenwich Village, Soho, Downtown, Long Island (via Penn station just a few min walk away) - very practical and fun location. 
The complimentary wifi worked fine for me but not for my colleague.",Mozilla,Desktop,1
id10602,"I stayed here in November ---- for a conference at the Hilto-n across the street. The hotel is a short four block walk from the Dupont Circle Metro station on the red line. It took me about -- minutes to get there on the Metro (with one transfer from the yellow line) from Reagen airport. Easy as pie. The hotel is located in the thick of cool restaurants, coffee shops, stores (including liquor stores), and limited grocery types of places. The walk to and from the Metro is pleasant with folks walking their dogs, dining at restaurants, and generally just hanging out in the area. I was approached by a presumably homeless person once, which is to be expected in any city. The hotel staff was really friendly and let me check in a little early. I reserved a King bed for myself and it was comfortable with a million pillows and nice sheets and comforter..The room was rather small and without a desk but the bathroom was huge and clean. The water pressure was very low in the shower but who really cares. The elevators are very small but have a nice classic feel as does the rest of the hotel. The lobby is small and I didn't try the restaurant but the open computer access was great. It's a nice place to stay for about any reason, especially the deal I got through expedia, which was $--- for three nights.",InternetExplorer,Desktop,1
id10603,"In town for the L.A. Marathon, used priceline and rec'd a great deal!! Room was beautiful, but parking was --.-- per day..ouch. The staff was attentive. Had dinner at the hotel and food wasn't that great, but service was excellent. Before going down for dinner, we decided what we would have based on the room service menu. For whatever reason, the bar area didn't serve the same menu as the room service?? ONE BIG PROBLEM** went to leave for the marathon at -:-- a.m., hotel valet brought the car around and I got into the drivers seat..had to jump out.. HE ACTUALLY FARTED IN THE CAR..IT WAS SO GROSS AND I WAS BEYOND MAD!! It didn't go away for a long time..had to shampoo the car seat..NOT KIDDING.",Firefox,Mobile,1
id10604,"Having made a reservation some - months prior to arrival, I was delighted that the Staybridge Suites honoured my request for my room to be as high as possible, to complement the pre booked King room with view. Our room was on the --th floor with fantastic views of the Manhattan Skyline. The room, although slightly smaller than other Staybridge Suites we have stayed in, fulfilled all our needs over the - night stay, with a comfortable bed, quality bedding, and the availability of a small but very useful kitchenette. Location is excellent, with easy access to Subway and bus transport. Any doubts about the sleazier elements of the area are not a major concern. Yes, there are some, but there are far more elsewhere – even in the Times Square vicinity, and --th Street in front of the hotel is perfectly safe, if a little run down and crowded. The Port Authority Bus Station opposite is busy, but the buses arrive and depart well away from the hotel, and inside the complex are numerous fast food places, a pub, post office and a CVS outlet. Good and plentiful breakfasts are offered by the hotel, with a fitness suite located in the basement to ward off those extra pounds. All in all, the Staybridge Suites offer a fantastic package of location, comfort and value at the heart of New York. Why go anywhere else?",Safari,Desktop,1
id10605,Terrible!!! Room was not clean... Staff was rude and and not attentive. Will never go back...,Edge,Desktop,0
id10606,"The hotel staff really made our stay. They answered a million questions, gave great dining recommendations, and were generally accomodating (quickly emptying our minibar so we could actually use the fridge for food, bringing hot water for tea before room service hours began). The rooms are typical New York size. Our room was on the front of the hotel on the sixth floor, and we had no issues with street noise, as the hotel is on a side street. It's in the midst of the flower district, which makes for a lovely stroll to the Starbucks around the corner for morning coffee. The shower had a partial glass wall and no curtain or door, which I dislike, as it makes for a chilly shower and water on the floor. Otherwise, the bathroom was well-appointed. The restaurant was a bit of a disappointment, but we were in NY, so plenty of other options.",InternetExplorer,Mobile,1
id10607,"Stayed here on a business trip in may. Took a redeye in, but they gave me early check-in in a super-quiet room on the first floor (which is below sidewalk level, and well - quiet). I slept like a rock! The staff universally displayed a great service-oriented attitude - really like that. Hosted wine hour was fun, too. Highly recommend this one.",Edge,Desktop,1
id10608,"We stayed here due to the location to the Inner Harbor and Camden Yards. It was well worth the stay and would stay here in the future as well. Rooms were very clean, staff was very helpful as well as the doorman. Breakfast buffet was a hit with the family and had a good selection of items to please everyone. The parking is in the parking garage which is behind the hotel, $--.-- for a -- hour stay. If you get your ticket stamped at the front desk you are able to come and go into the garage w-o extra charge.",InternetExplorer,Desktop,1
id10609,"e and a close friend stayed at the hotel recently over the weekend of June --,----. After a long a trip from central california up to the bay area, I went up to the front desk and wanted into to check into my room. As I arrived to the front desk, a hotel associated asked me some questions. She asked me for my credit card on file. I currently have a mastercard debit card that used to book the room. She then, swiped the card, and asked me, """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""how much do you have on here?"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" I told her, less than -- dollars. I wasn't sure why she was asking me this. So now, all of the sudden she tells me that the hotel charges --- dollars a NIGHT for any incidental fees. (I booked the room for two nights) I was completely blow away with that statement. I had already booked the room WELL IN ADVANCE (Back in MARCH in be precise) and i didn't have any spending extra spending money on my card.
I told the hotel associate that """""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" I was completely unaware of that, I thought that booking in advance was enough"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" She then NEGOTIATE some sort of """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""plea bargain"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""". She stated that because I had booked the room in advance, she would only charge me --- dollars and not --- dollars for the incidental fees.
Told her """""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" Let me make some phone calls, and i'll come back up to the front desk."""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" The hotel associate insisted that one of the other associates hold my bags for me. So I gave her my bags.
After making some phone calls, I went back up to the front desk, and the associate that previously helped went on """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""break"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""". I was persistent that I needed to speak with her again. One of the lobby attendants went outside to locate her. He came back and told me """""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" the next associate will be happy to help you. """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
So I went up to the desk again, and explained my situation. as I was explaining this; the new associate looked at me will a puzzled look. She then stated """""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" the incidental fee, is a one time set fee of --- dollars. you don't pay that fee per night, that you stay here"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" so then she swiped my card, and she gave me my room key. I was so happy that I had finally got my room key, for a room that I had paid for well in ADVANCE. My friend was even calling around for other hotels just to see if anything was available; and being that it was PRIDE weekend, no other room were available.
You may think this is the end of my story but it's not.
I was so tired and exhausted for STRESSING about my getting room, that I had forgotten to retrieve my bags. So I went back to the front and asked for my bags. *SIGH* A lobby attendance approached me, and I told him """""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" oh I need to get my bags"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" He then asked """""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" do you have a baggage claim ticket."""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" I told him """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""no, the hotel front desk insisted apon taking our bags. when i went to make that phone call that is when they took them.""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""oh, so you need to speak to a manager"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" He stated.
After a few minutes he walked out with my bags. FINALLY. and then he asked """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""would you like me to take them to your room?"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" I told him """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""sure"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" I was fed up with the hotel and staff by now.
So he brought the bags up to my room, and that was it.
Due to the these experiences I don't suggest you stay this hotel. Along with the following reasons.
-. NO FREE WIFI IN ROOMS. only in the """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""living room or club area"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" of hotel
-. INCIDENTAL FEE OF --- DOLLARS. This policy was not stated whatsoever on the hotel's website. If it was there, I wouldn't have stayed here.
-. LOCATION. It is nowhere near the ballpark. The reason i stayed at this hotel is because I wanted a close hotel near the ballpark for VANS WARPED TOUR ----.
DO YOURSELF A FAVOR AND STAY SOMEWHERE ELSE. BUYER BEWARE!!!!!!",Edge,Mobile,0
id10610,"My husband and I stayed one night. The electronic key system was down. The desk said they would slip one under the door at night when it was ready. They never did. the entire -- hours we had no key. Very annoying. We are gold members through starwood, I was told the morning of our checkin that our room would be ready and that at the off chance it wasn't ready they would have a room for me. Our room wasn't ready. They let me use the spa to change, but my husband had to wait in the lobby and it just wasn't as comfortable and private as I would have hoped. Especially since I was told our room would be ready. Our room was clean and average, but we did have a nice corner room. The size was ok. You just can't expect gigantic space in NYC, I know because I lived there for years. But it was clean, I think the most important hotel room feature. The staff was VERY busy, a hustle and bustle place with a nice lounge-bar at street level. The woman that checked us out was apologetic that we were never given a key and made it up to us through hotel points. I would stay here again, but I know not to expect Four Seasons quality catering.",Mozilla,Mobile,0
id10611,"we had to stay overnight in the sherman oaks area of Los Angeles and found this marriott. i cannot say enough nice things about it. from front desk staff to the manager and parking attendant, everyone was so friendly, warm and welcoming. very nice room and comfortable bed and free perks including free delicious coffee int he lobby and cookies at checkin. thecmanager easily straightened out a booking error and couldn't have been more professional. highly recommended. also, very conveniently located to freeway, getty, skirball, etc.",Mozilla,Mobile,1
id10612,"Although this location was not that convenient to the Convention Center (s advertised) or to public transportation (metro), it was well-maintained with good breakfast service and very helpful front desk employees. My wife and I had requested a queen-sized bed, but had not expected one where you could only get out of one side! Our room appeared to have been designed for a single person...not a couple.",InternetExplorer,Tablet,0
id10613,Motel has had a good renevation! Parking is a serious problem! Breakfast was good!,Firefox,Desktop,0
id10614,"We stayed one night on August -rd at the end of our family vacation. We had two rooms with one of them an upgraded corner room on the --th floor. We stayed there in order to walk to a baseball game. We had a special rate for a Visa promotion that saved us --%, but still paid $--- per room.
Overall, the hotel is very nice - mainly since it's new. Rooms are nice, but aren't anything special. The view was fantastic.
Things started out poorly when we drove up and the Valet parking guy wouldn't take our car. He was too busy. So, we self parked - which is cheaper and easier than the valet anyway.
Check in went smoothly. Rooms were ready a little early. The rooms are average sized. The beds-pillows are nice. Our main complaint was that housekeeping knocked on the door at -:--am. We forgot to put out our privacy card on the door, so I could understand that. BUT, they called - times between -:-- and --:-- and hung up. I know it was housekeeping because the did the same thing to my daughters in the room next door. This is a totally unacceptable practice. If you plan on staying here and sleeping in, forget it. I was furious by the second phone call, but decided to just let it go since I was only staying one day. 
Other than that, the stay was OK, but if you pay full price you're wasting money. We stayed at the Embassy Suites the night before, right down the street, and it was MUCH nicer and about $--- a night less - plus it had free breakfast.",Firefox,Mobile,0
id10615,"I've stayed at many hotels during my visits to Chicago. This was my first visit to the Dana Hotel and this hotel became my favorite in the Chicago area. 
The hotel employes were all so welcoming. My room was very clean and comfortable, the bathroom was very unique. I really liked the wood floors and the floor to ceiling windows. The free wifi was really nice to have in the room. I could hear doors closing and light talking in the hallways at times. 
I was in walking distance to anywhere I needed be. There was a ----, Trader Joe's, Whole foods and my favorite Giordano's pizza few blocks away.",Internet Explorer,Tablet,1
id10616,"We stayed at this Hotel for - nights and the location being the centre off Times Square is fantastic. We were on the --th floor overlooking the Hudson River, the room size was well above our expectation and can confirm that our stay was one memorable.",Edge,Desktop,1
